,category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit,method,module,nacres.description.en,per1p5macro.ef.kg.co2e.per.euro,meso.ef.kg.co2e.per.euro,micro.ef.kg.co2e.per.euro,per1p5.uncertainty.attr.kg.co2e.per.euro,micro.code,micro.description,meso.code,meso.description,uncertainty.groupby
918,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA55,euro,ENZYMES ET KITS DE SYNTHESE DES ACIDES NUCLEIQUES (PCR_x001A_),2019,0.0,0.0,0.0,0.0,0.12,0.096,kg eCO2/euro,meso,purchases,ENZYMES AND KITS FOR NUCLEIC ACID SYNTHESIS (PCR...),0.25,0.115,,0.09,,,MNA52,QIAGEN/Illumina,NA56
919,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA56,euro,KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES PROTEINES,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,meso,purchases,KITS AND REAGENTS FOR PROTEIN ISOLATION AND PURIFICATION,0.37,0.16,,0.13,,,MNA52,QIAGEN,NA56
920,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA61,euro,"AUTRES PRODUITS D'ORIGINE BIOLOGIQUE (SANG,_x001A_)",2019,0.0,0.0,0.0,0.0,0.25,0.2,kg eCO2/euro,macro,purchases,"OTHER PRODUCTS OF BIOLOGICAL ORIGIN (BLOOD,...)",0.25,,,0.21,,,,,NA61
921,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA62,euro,BIOPUCES (MICROARRAYS),2019,0.0,0.0,0.0,0.0,0.31,0.248,kg eCO2/euro,macro,purchases,BIOCHIPS (MICROARRAYS),0.31,,,0.17,,,,,NA85
922,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA71,euro,SERUMS ET AUTRES MILIEUX POUR CULTURE DE CELLULES ANIMALES,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,MeMi,purchases,SERUMS AND OTHER MEDIA FOR ANIMAL CELL CULTURE,0.38,0.15,0.16,0.12,mNA74,culture broth (ACV),MNA74,BD,NA85
923,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA72,euro,MILIEUX POUR CULTURE DE CELLULES VEGETALES,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,MeMi,purchases,MEDIA FOR PLANT CELL CULTURE,0.42,0.15,0.16,0.12,mNA74,culture broth (ACV),MNA74,BD,NA85
924,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA73,euro,MILIEUX POUR CULTURE DE PETITS ORGANISMES VIVANTS,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,MeMi,purchases,MEDIA FOR SMALL CELL CULTURE,0.31,0.15,0.16,0.12,mNA74,culture broth (ACV),MNA74,BD,NA85
925,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA74,euro,MILIEUX DE BACTERIOLOGIE ET ADDITIFS,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,MeMi,purchases,BACTERIOLOGY MEDIA AND ADDITIVES,0.29,0.15,0.16,0.12,mNA74,culture broth (ACV),MNA74,BD,NA85
926,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA75,euro,AUTRES MILIEUX DE CULTURE ET ADDITIFS,2019,0.0,0.0,0.0,0.0,0.16,0.128,kg eCO2/euro,MeMi,purchases,OTHER CULTURE MEDIA AND ADDITIVES,0.38,0.15,0.16,0.12,mNA74,culture broth (ACV),MNA74,BD,NA85
927,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA76,euro,ANTIBIOTIQUES POUR CULTURE CELLULAIRE,2019,0.0,0.0,0.0,0.0,0.15,0.12,kg eCO2/euro,meso,purchases,ANTIBIOTICS FOR CELL CULTURE,0.41,0.15,,0.12,,,MNA74,BD,NA85
928,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA77,euro,"CYTOKINES, FACTEURS DE CROISSANCE ET INHIBITEURS",2019,0.0,0.0,0.0,0.0,0.15,0.12,kg eCO2/euro,meso,purchases,"CYTOKINES, GROWTH FACTORS AND INHIBITORS",0.33,0.15,,0.12,,,MNA74,BD,NA85
929,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA78,euro,ENZYMES POUR CULTURE CELLULAIRE,2019,0.0,0.0,0.0,0.0,0.15,0.12,kg eCO2/euro,meso,purchases,ENZYMES FOR CELL CULTURE,0.25,0.15,,0.12,,,MNA74,BD,NA85
930,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA79,euro,AUTRES PRODUITS POUR CULTURE CELLULAIRE,2019,0.0,0.0,0.0,0.0,0.15,0.12,kg eCO2/euro,meso,purchases,OTHER PRODUCTS FOR CELL CULTURE,0.37,0.15,,0.12,,,MNA74,BD,NA85
931,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA81,euro,"CELLULES, VIRUS ET PETITS ORGANISMES HORS ANIMAUX",2019,0.0,0.0,0.0,0.0,0.25,0.2,kg eCO2/euro,macro,purchases,"CELLS, VIRUSES AND SMALL NON-ANIMAL ORGANISMS",0.25,,,0.21,,,,,NA85
932,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA82,euro,"KITS D'ISOLEMENT ET DE DETECTION DES CELLULES, VIRUS ET ORGANITES",2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,"KITS FOR THE ISOLATION AND DETECTION OF CELLS, VIRUSES AND ORGANELLES",0.4,,,0.24,,,,,NA85
933,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA83,euro,BIOLOGIE CELLULAIRE : PRODUITS ET REACTIFS BIOCHIMIQUES (DE DOSAGE_x001A_),2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,CELL BIOLOGY : BIOCHEMICAL PRODUCTS AND REAGENTS (FOR ASSAY...),0.4,,,0.24,,,,,NA85
934,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA84,euro,"BIOLOGIE CELLULAIRE : KITS DE DOSAGE, D'ESSAI FONCTIONNEL - KITS BIOCHIMIQUES",2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,"CELL BIOLOGY: ASSAY KITS, FUNCTIONAL ASSAYS - BIOCHEMICAL KITS",0.4,,,0.24,,,,,NA85
935,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA85,euro,MICROBIOLOGIE : REACTIFS ET KITS BIOCHIMIQUES,2019,0.0,0.0,0.0,0.0,0.4,0.3200000000000001,kg eCO2/euro,macro,purchases,MICROBIOLOGY : REAGENTS AND BIOCHEMICAL KITS,0.4,,,0.24,,,,,NA85
936,Achats,Matériel et instruments de laboratoire,NB01,euro,"MICROPIPETTES MONO-CANAL, MULTI-CANAUX ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.47,0.376,kg eCO2/euro,macro,purchases,SINGLE AND MULTICHANNEL MICROPIPETTES AND ACCESSORIES,0.47,,,0.29,,,,,NB01
937,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB02,euro,POINTES (CONES) POUR MICROPIPETTES MONO-CANAL ET MULTI-CANAUX,2019,0.0,0.0,0.0,0.0,0.17,0.136,kg eCO2/euro,micro,purchases,TIPS (CONES) FOR SINGLE AND MULTICHANNEL MICROPIPETTES,0.49,,0.17,0.02,mNB02,pipet tips (ACV),,,NB01
938,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB03,euro,SERINGUES EN PLASTIQUE ET AIGUILLES,2019,0.0,0.0,0.0,0.0,0.49,0.392,kg eCO2/euro,macro,purchases,PLASTIC SYRINGES AND NEEDLES,0.49,,,0.38,,,,,NB01
939,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB04,euro,PIPETTES A USAGE UNIQUE,2019,0.0,0.0,0.0,0.0,0.84,0.672,kg eCO2/euro,micro,purchases,SINGLE-USE PIPETTES,0.63,,0.44,0.59,mNB04,plastic pipette (ACV),,,NB05
940,Achats,Matériel et instruments de laboratoire,NB05,euro,PIPETTES REUTILISABLES,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,micro,purchases,REUSABLE PIPETTES,0.63,,0.14,0.1,mNB43,laboratory glassware (ACV),,,NB05
941,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB11,euro,"MICROTUBES, CRYOTUBES, TUBES A USAGE UNIQUE",2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,"MICROTUBES, CRYOTUBES, DISPOSABLE TUBES",0.42,,0.38,0.3,mNB11,plastic tube (ACV),,,NB17
942,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB12,euro,PORTOIRS ET BOITES DE STOCKAGE POUR MICROTUBES,2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,RACKS AND STORAGE BOXES FOR MICROTUBES,0.42,,,0.3,,,,,NB17
943,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB13,euro,CULTURE CELLULAIRE EUCARYOTE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES,2019,0.0,0.0,0.0,0.0,0.32,0.256,kg eCO2/euro,micro,purchases,EUKARYOTIC CELL CULTURE : SPECIFIC PLASTIC CONSUMABLES,0.42,,0.32,0.26,mNB15,Microplate (ACV),,,NB17
944,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB14,euro,BACTERIOLOGIE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES,2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,BACTERIOLOGY : SPECIFIC PLASTIC CONSUMABLES,0.42,,0.84,0.3,mNB14,Petri dish (ACV),,,NB17
945,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB15,euro,"MICROPLAQUES (PCR, HTS, ELISA_x001A_) HORS CULTURE CELLULAIRE ET FILTRATION",2019,0.0,0.0,0.0,0.0,0.32,0.256,kg eCO2/euro,micro,purchases,"MICROPLATES (PCR, HTS, ELISA...) EXCLUDING CELL CULTURE AND FILTRATION",0.42,,0.32,0.26,mNB15,Microplate (ACV),,,NB17
946,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB16,euro,LAMES ET LAMELLES EN VERRE ET PLASTIQUE,2019,0.0,0.0,0.0,0.0,0.6,0.48,kg eCO2/euro,macro,purchases,GLASS AND PLASTIC SLIDES AND COVERSLIPS,0.6,,,0.5,,,,,NB16
947,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB17,euro,AUTRES CONSOMMABLES EN PLASTIQUE ET EN VERRE HORS CULTURE CELL. ET BACTERIO,2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,OTHER PLASTIC AND GLASS CONSUMABLES EXCEPT CELL CULTURE AND FILTRATION AND BACTERIO,0.42,,,0.3,,,,,NB17
948,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB21,euro,CONSOMMABLES DE CHROMATOGRAPHIE ET D'EXTRACTION NON DEDIES AUX INSTRUMENTS,2019,0.0,0.0,0.0,0.0,0.61,0.488,kg eCO2/euro,macro,purchases,CHROMATOGRAPHY AND EXTRACTION CONSUMABLES NOT DEDICATED TO INSTRUMENTS,0.61,,,0.62,,,,,NB24
949,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB22,euro,ELECTROPHORESE SUR GEL : CONSOMMABLES NON DEDIES AUX INSTRUMENTS,2019,0.0,0.0,0.0,0.0,0.61,0.488,kg eCO2/euro,macro,purchases,GEL ELECTROPHORESIS : NON-INSTRUMENT CONSUMABLES,0.61,,,0.62,,,,,NB24
950,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB23,euro,MEMBRANES ET KITS POUR LE TRANSFERT D'ACIDES NUCLEIQUES ET DES PROTEINES (BLOT),2019,0.0,0.0,0.0,0.0,0.61,0.488,kg eCO2/euro,macro,purchases,MEMBRANES AND KITS FOR THE TRANSFER OF NUCLEIC ACIDS AND PROTEINS (BLOT),0.61,,,0.62,,,,,NB24
951,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB24,euro,CONSOMMABLES POUR FILTRATION ET DIALYSE,2019,0.0,0.0,0.0,0.0,0.15,0.12,kg eCO2/euro,meso,purchases,CONSUMABLES FOR FILTRATION AND DIALYSIS,0.61,0.15,,0.12,,,MNB24,Sartorius,NB24
952,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB31,euro,FILMS AUTORADIOGRAPHIQUES ET PHOTOGRAPHIQUES ET REACTIFS,2019,0.0,0.0,0.0,0.0,0.65,0.52,kg eCO2/euro,macro,purchases,AUTORADIOGRAPHIC AND PHOTOGRAPHIC FILMS AND REAGENTS,0.65,,,0.37,,,,,NB31
953,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB32,euro,HUILE A IMMERSION POUR MICROSCOPIE,2019,0.0,0.0,0.0,0.0,0.97,0.776,kg eCO2/euro,macro,purchases,IMMERSION OIL FOR MICROSCOPY,0.97,,,0.55,,,,,NB32
954,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB33,euro,CONSOMMABLES LAMPES ET AMPOULES DIVERSES (HORS MICROSCOPIE ET SPECTRO),2019,0.0,0.0,0.0,0.0,0.62,0.496,kg eCO2/euro,macro,purchases,CONSUMABLES FOR LAMPS AND BULBS (EXCEPT MICROSCOPY AND SPECTRO),0.62,,,0.26,,,,,NB33
955,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB34,euro,"PRODUITS DE LAVAGE, DESINFECTION, STERILISATION",2019,0.0,0.0,0.0,0.0,0.88,0.7040000000000001,kg eCO2/euro,macro,purchases,"WASHING, DISINFECTION AND STERILISATION PRODUCTS",0.88,,,0.63,,,,,NB34
956,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB35,euro,AUTRES CONSOMMABLES DE LABO HORS PLASTIQUE ET VERRE,2019,0.0,0.0,0.0,0.0,0.58,0.464,kg eCO2/euro,macro,purchases,OTHER LAB CONSUMABLES EXCEPT PLASTIC AND GLASS,0.58,,,0.32,,,,,NB35
957,Achats,Matériel et instruments de laboratoire,NB41,euro,"ROTORS RMN, TUBES RMN ET BOUCHONS ASSOCIES",2019,0.0,0.0,0.0,0.0,1.0,0.8,kg eCO2/euro,macro,purchases,"RMN ROTORS, RMN TUBES AND ASSOCIATED STOPPERS",1.0,,,0.8,,,,,NB45
958,Achats,Matériel et instruments de laboratoire,NB42,euro,VERRERIE SOUFFLEE (A FACON),2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,micro,purchases,BLOWN GLASSWARE (CUSTOM-MADE),1.0,,0.23,0.1,mNB43,laboratory glassware (ACV),,,NB45
959,Achats,Matériel et instruments de laboratoire,NB43,euro,"VAISSELLE DE LABORATOIRE REUTILISABLE EN VERRE, PLASTIQUE, PORCELAINE",2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,micro,purchases,"REUSABLE GLASS, PLASTIC AND PORCELAIN LABORATORY WARE",1.0,,0.23,0.1,mNB43,laboratory glassware (ACV),,,NB45
960,Achats,Matériel et instruments de laboratoire,NB44,euro,CUVETTES EN VERRE ET QUARTZ POUR SPECTROMETRES,2019,0.0,0.0,0.0,0.0,0.23,0.184,kg eCO2/euro,micro,purchases,GLASS AND QUARTZ CUVETTES FOR SPECTROMETERS,1.0,,0.23,0.1,mNB43,laboratory glassware (ACV),,,NB45
961,Achats,Matériel et instruments de laboratoire,NB45,euro,"RECIPIENTS, CREUSETS EN MATERIAUX SPECIAUX (HORS CIBLES)",2019,0.0,0.0,0.0,0.0,1.0,0.8,kg eCO2/euro,macro,purchases,"CONTAINERS, CRUCIBLES OF SPECIAL MATERIALS (EXCEPT TARGETS)",1.0,,,0.8,,,,,NB45
962,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB51,euro,PETIT MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT,2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,SMALL NON-ELECTRIC BENCH TOP EQUIPMENT,0.26,,,0.18,,,,,NB51
963,Achats,Matériel et instruments de laboratoire,NB61,euro,ELECTROCHIMIE DE PAILLASSE : MATERIEL ET CONSOMMABLES,2019,0.0,0.0,0.0,0.0,0.28,0.224,kg eCO2/euro,macro,purchases,ELECTROCHEMISTRY : EQUIPMENT AND CONSUMABLES,0.28,,,0.14,,,,,NB62
964,Achats,Matériel et instruments de laboratoire,NB62,euro,ELECTROCHIMIE : POTENTIOSTATS / GALVANOSTATS ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.28,0.224,kg eCO2/euro,macro,purchases,ELECTROCHEMISTRY : POTENTIOSTATS / GALVANOSTATS AND ACCESSORIES,0.28,,,0.14,,,,,NB62
965,Achats,Matériel et instruments de laboratoire,NB71,euro,"BALANCES, MATERIEL DE PESEE DE PAILLASSE ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,"BALANCES, BENCH SCALES AND ACCESSORIES",0.42,,,0.24,,,,,NB71
966,Achats,Matériel et instruments de laboratoire,NB72,euro,AGITATEURS MAGNETIQUES CHAUFFANTS OU NON,2019,0.0,0.0,0.0,0.0,0.37,0.296,kg eCO2/euro,macro,purchases,"MAGNETIC STIRRERS, HEATED OR NOT",0.37,,,0.2,,,,,NB71
967,Achats,Matériel et instruments de laboratoire,NB73,euro,"AGITATEURS, MELANGEURS ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.37,0.296,kg eCO2/euro,macro,purchases,"STIRRERS, MIXERS AND ACCESSORIES",0.37,,,0.2,,,,,NB71
968,Achats,Matériel et instruments de laboratoire,NB74,euro,"BROYAGE, FRACTIONNEMENT, TAMISAGE : MATERIEL ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.39,0.3120000000000001,kg eCO2/euro,macro,purchases,"GRINDING, FRACTIONING, SIEVING: EQUIPMENT AND ACCESSORIES",0.39,,,0.19,,,,,NB71
969,Achats,Matériel et instruments de laboratoire,NB75,euro,POMPES (HORS VIDE VA.01) (POMPES OSMOTIQUES_x001A_),2019,0.0,0.0,0.0,0.0,0.43,0.344,kg eCO2/euro,macro,purchases,PUMPS (EXCEPT VACUUM VA.01) (OSMOTIC PUMPS...),0.43,,,0.24,,,,,NB71
970,Achats,Matériel et instruments de laboratoire,NB76,euro,"CHAUFFAGE : FOURS SIMPLES, BRULEURS, PLAQUES, CHAUFFE-BALLONS,_x001A_",2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,"HEATING : SIMPLE OVENS, BURNERS, PLATES, BALLOON HEATERS,...",0.42,,,0.24,,,,,NB71
971,Achats,Matériel et instruments de laboratoire,NB77,euro,"THERMOSTATISATION ET SECHAGE : ETUVES, ENCEINTES, BAINS, DESSICATEURS_x001A_",2019,0.0,0.0,0.0,0.0,0.39,0.3120000000000001,kg eCO2/euro,macro,purchases,"THERMOSTATISATION AND DRYING: OVENS, CHAMBERS, BATHS, DESICCATORS, ETC.",0.39,,,0.19,,,,,NB71
972,Achats,Matériel et instruments de laboratoire,NB78,euro,MICROCENTRIFUGATION : MICROCENTRIFUGEUSES ET CYTOCENTRIFUGEUSES,2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,MICROCENTRIFUGATION: MICROCENTRIFUGES AND CYTOCENTRIFUGES,0.42,,,0.24,,,,,NB71
973,Achats,Matériel et instruments de laboratoire,NB79,euro,CHIMIE ET BIOLOGIE : AUTRE MATERIEL ELECTRIQUE DE PAILLASSE COURANT,2019,0.0,0.0,0.0,0.0,0.42,0.336,kg eCO2/euro,macro,purchases,CHEMISTRY AND BIOLOGY: OTHER COMMON BENCH-TOP ELECTRICAL EQUIPMENT,0.42,,,0.24,,,,,NB71
974,Achats,Matériel et instruments de laboratoire,NB81,euro,CENTRIFUGATION : CENTRIFUGEUSES ET ULTRACENTRIFUGEUSES,2019,0.0,0.0,0.0,0.0,0.41,0.328,kg eCO2/euro,macro,purchases,CENTRIFUGATION: CENTRIFUGES AND ULTRACENTRIFUGES,0.41,,,0.28,,,,,NB81
975,Achats,Matériel et instruments de laboratoire,NB82,euro,"CENTRIFUGATION : ACCESSOIRES (ROTORS, GODETS_x001A_)",2019,0.0,0.0,0.0,0.0,0.37,0.296,kg eCO2/euro,macro,purchases,"CENTRIFUGATION : ACCESSORIES (ROTORS, BUCKETS...)",0.37,,,0.22,,,,,NB81
976,Achats,Matériel et instruments de laboratoire,NB83,euro,"INCUBATION : INCUBATEURS, INCUBATEURS A CO2 ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.41,0.328,kg eCO2/euro,macro,purchases,"INCUBATION : INCUBATORS, CO2 INCUBATORS AND ACCESSORIES",0.41,,,0.28,,,,,NB81
977,Achats,Matériel et instruments de laboratoire,NB84,euro,"FROID : BANQUES DE SANG, CONGELATEURS, REFRIGERATEURS,_x001A_",2019,0.0,0.0,0.0,0.0,0.41,0.328,kg eCO2/euro,macro,purchases,"COLD : BLOOD BANKS, FREEZERS, REFRIGERATORS,...",0.41,,,0.28,,,,,NB81
978,Achats,Matériel et instruments de laboratoire,NB85,euro,"PURIFICATION DES SOLVANTS, ACIDES ET BASES : MATERIEL ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.34,0.272,kg eCO2/euro,macro,purchases,"PURIFICATION OF SOLVENTS, ACIDS AND BASES: EQUIPMENT AND ACCESSORIES",0.34,,,0.18,,,,,NB81
979,Achats,Matériel et instruments de laboratoire,NB86,euro,LAVAGE : MATERIEL ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.34,0.272,kg eCO2/euro,macro,purchases,WASHING : EQUIPMENT AND ACCESSORIES,0.34,,,0.18,,,,,NB81
980,Achats,Matériel et instruments de laboratoire,NB87,euro,STERILISATION ET DESINFECTION : STERILISATEURS ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.34,0.272,kg eCO2/euro,macro,purchases,STERILISATION AND DISINFECTION : STERILISERS AND ACCESSORIES,0.34,,,0.18,,,,,NB81
981,Achats,Matériel et instruments de laboratoire,NC01,euro,ELECTROPHORESE SUR GEL ET TRANSFERT : PETIT MATERIEL ET ACCESSOIRES DEDIES,2019,0.0,0.0,0.0,0.0,0.3,0.24,kg eCO2/euro,macro,purchases,GEL ELECTROPHORESIS AND TRANSFER: SMALL EQUIPMENT AND ACCESSORIES,0.3,,,0.21,,,,,NB62
982,Achats,Matériel et instruments de laboratoire,NC02,euro,PURIFICATION DES BIOMOLECULES : AUTOMATES ET ACCESSOIRES DEDIES,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,BIOMOLECULE PURIFICATION : AUTOMATS AND DEDICATED ACCESSORIES,0.27,,,0.17,,,,,NB62
983,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC03,euro,PURIFICATION DES BIOMOLECULES : CONSOMMABLES DEDIES AUX AUTOMATES,2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,BIOMOLECULE PURIFICATION: CONSUMABLES FOR AUTOMATS,0.26,,,0.15,,,,,NB62
984,Achats,Matériel et instruments de laboratoire,NC04,euro,EXTRACTION ET SEPARATION DES MOLECULES : EQUIPEMENT DE FLASH CHROMATOGRAPHIE,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,MOLECULE EXTRACTION AND SEPARATION : FLASH CHROMATOGRAPHY EQUIPMENT,0.27,,,0.17,,,,,NB62
985,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC05,euro,EXTRACTION ET SEPARATION DES MOLECULES : CONSOMMABLES POUR FLASH CHROMATOGRAPHIE,2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,MOLECULE EXTRACTION AND SEPARATION : CONSUMABLES FOR FLASH CHROMATOGRAPHY,0.26,,,0.15,,,,,NB62
986,Achats,Matériel et instruments de laboratoire,NC06,euro,"SEPARATION DES MOLECULES : AUTRES EQUIPEMENTS (SFC, CPC, EXTRACTEURS_x001A_)",2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,"MOLECULE SEPARATION : OTHER EQUIPMENT (SFC, CPC, EXTRACTORS...)",0.27,,,0.17,,,,,NB62
987,Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC07,euro,SEPARATION DES MOLECULES : CONSOMMABLES DEDIES AUX AUTRES EQUIPEMENTS,2019,0.0,0.0,0.0,0.0,0.26,0.208,kg eCO2/euro,macro,purchases,MOLECULE SEPARATION : CONSUMABLES FOR OTHER EQUIPMENT,0.26,,,0.15,,,,,NB62
988,Achats,Matériel et instruments de laboratoire,NC11,euro,BIOMOL : IMAGEURS POUR GELS ET MEMBRANES ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,BIOMOL: GEL AND MEMBRANE IMAGERS AND ACCESSORIES,0.27,,,0.17,,,,,NB62
989,Achats,Matériel et instruments de laboratoire,NC12,euro,BIOMOL : COMPTEURS DE RADIOACTIVITE (SIMPLE OU MULTI DETECTION),2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,BIOMOL: RADIOACTIVITY COUNTERS (SINGLE OR MULTI DETECTION),0.27,,,0.17,,,,,NB62
990,Achats,Matériel et instruments de laboratoire,NC13,euro,BIOMOL : SCANNERS (LECTEURS OPTIQUES) DE BIOPUCES,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,BIOMOL: SCANNERS (OPTICAL READERS) FOR BIOCHIPS,0.27,,,0.17,,,,,NB62
991,Achats,Matériel et instruments de laboratoire,NC14,euro,"BIOMOL : SCANNERS / IMAGEURS MULTIFONCTIONS (IN VITRO, IN VIVO, GELS,_x001A_)",2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,"BIOMOL: MULTIFUNCTION SCANNERS / IMAGERS (IN VITRO, IN VIVO, GELS,...)",0.27,,,0.17,,,,,NB62
992,Achats,Matériel et instruments de laboratoire,NC15,euro,BIOMOL : AUTOMATES D'HYBRIDATION IN SITU ET ACCESSOIRES,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,BIOMOL: AUTOMATIC IN SITU HYBRIDISATION MACHINES AND ACCESSORIES,0.27,,,0.17,,,,,NB62
993,Achats,Matériel et instruments de laboratoire,NC16,euro,"BIOMOL : SEQUENCEURS, ANALYSEURS GENETIQUES ET ACCESSOIRES",2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,"BIOMOL: SEQUENCERS, GENE ANALYSERS AND ACCESSORIES",0.27,,,0.17,,,,,NB62
994,Achats,Matériel et instruments de laboratoire,NC17,euro,BIOMOL : SEQUENCEURS HAUT DEBIT,2019,0.0,0.0,0.0,0.0,0.27,0.216,kg eCO2/euro,macro,purchases,BIOMOL : HIGH SPEED SEQUENCERS,0.27,,,0.17,,,,,NB62
