category	subcategory	subsubcategory	unit	name	year	co2	ch4	n2o	other	total	uncertainty	ef.unit	method	module	nacres.description.en	per1p5macro.ef.kg.co2e.per.euro	meso.ef.kg.co2e.per.euro	micro.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	micro.code	micro.description	meso.code	meso.description	uncertainty.groupby
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA22	euro	PRODUITS CHIMIQUES POUR LA SYNTHESE ORGANIQUE	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	CHEMICALS FOR ORGANIC SYNTHESIS	1.6	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA28
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA23	euro	METAUX PURS ET REACTIFS POUR LA SCIENCE DES MATERIAUX	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	PURE METALS AND REAGENTS FOR MATERIALS SCIENCE	1.3	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	WA03
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA24	euro	ETALONS DE CALIBRATION, STANDARDS ET PRODUITS DE REFERENCE	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	CALIBRATION STANDARDS, STANDARDS AND REFERENCE PRODUCTS	0.38	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA25	euro	PRODUITS BIOCHIMIQUES COURANTS (TAMPONS, BSA, etc.)	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	COMMON BIOCHEMICALS (TAMPONS, BSA, etc.)	0.45	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA26	euro	BIOLOGIE : PEPTIDES ET ACIDES AMINES	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	BIOLOGY: PEPTIDES AND AMINO ACIDS	0.32	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA27	euro	BIOLOGIE : PROTEINES RECOMBITES (A FACON)	2019	0.0	0.0	0.0	0.0	0.32	0.256	kg eCO2/euro	macro	purchases	BIOLOGY: RECOMBINANT PROTEINS (CUSTOM)	0.32			0.2					NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA28	euro	BIOLOGIE : PRODUITS CHIMIQUES A USAGE BIOCHIMIQUE OU BIOLOGIQUE	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	BIOLOGY: CHEMICALS FOR BIOCHEMICAL OR BIOLOGICAL USE	0.32	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA28
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA31	euro	REACTIFS ET KITS POUR LE MARQUAGE ET LA DETECTION DES ACIDES NUCLEIQUES	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	REAGENTS AND KITS FOR THE MARKING AND DETECTION OF NUCLEIC ACIDS	0.31	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA32
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA32	euro	REACTIFS ET KITS POUR LE MARQUAGE ET LA DETECTION DES PROTEINES	2019	0.0	0.0	0.0	0.0	0.45	0.36	kg eCO2/euro	meso	purchases	REAGENTS AND KITS FOR THE MARKING AND DETECTION OF PROTEINS	0.31	0.45		0.36			MNA01	Aldrich: Emission factor calculated by Ecovamed via chiffre affaires Aldrich	NA32
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA41	euro	ANTICORPS PRIMAIRES NON COUPLES (HORS ANTICORPS CONTROLES ET ANTI-TAG)	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	NON-COUPLED PRIMARY ANTIBODIES (EXCLUDING CONTROL AND ANTI-TAG ANTIBODIES)	0.25	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA42	euro	ANTICORPS PRIMAIRES NON COUPLES CONTROLES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	PRIMARY ANTIBODIES NOT IN CONTROL PAIRS	0.25	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA43	euro	ANTICORPS PRIMAIRES NON COUPLES ANTI-TAG	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	PRIMARY ANTIBODIES NOT IN ANTI-TAG PAIRS	0.25	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA44	euro	ANTICORPS PRIMAIRES COUPLES MARQUEURS DE CELLULES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	PRIMARY ANTIBODIES PAIRED WITH CELL MARKERS	0.25	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA45	euro	AUTRES ANTICORPS PRIMAIRES COUPLES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	OTHER PRIMARY ANTIBODIES PAIRS	0.25	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA46	euro	ANTICORPS SECONDAIRES	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	SECONDARY ANTIBODIES	0.25	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA47	euro	REACTIFS D'IMMUNOHISTOLOGIE ET D'HISTOCHIMIE	2019	0.0	0.0	0.0	0.0	0.14	0.112	kg eCO2/euro	meso	purchases	IMMUNOHISTOLOGY AND HISTOCHEMISTRY REAGENTS	0.38	0.14		0.11			MNA41	ABCam	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA51	euro	OLIGONUCLEOTIDES DE SYNTHESE ET ACIDES NUCLEIQUES	2019	0.0	0.0	0.0	0.0	0.32	0.256	kg eCO2/euro	macro	purchases	SYNTHETIC OLIGONUCLEOTIDES AND NUCLEIC ACIDS	0.32			0.2					NA56
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA52	euro	KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES ACIDES NUCLEIQUES	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	meso	purchases	KITS AND REAGENTS FOR THE ISOLATION AND PURIFICATION OF NUCLEIC ACIDS	0.38	0.16	0.12	0.13	mNA52	DNA preparation kit (QIAGEN corrected)	MNA52	QIAGEN	NA56
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA53	euro	ENZYMES DE RESTRICTION	2019	0.0	0.0	0.0	0.0	0.25	0.2	kg eCO2/euro	macro	purchases	RESTRICTION ENZYMES	0.25			0.21					NA56
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA54	euro	ENZYMES DE MODIFICATION ET DE CLONAGE (Nucl_x001A_ases, Kinases, Phosphatases)	2019	0.0	0.0	0.0	0.0	0.25	0.2	kg eCO2/euro	macro	purchases	MODIFICATION AND CLONING ENZYMES (Nucleases, Kinases, Phosphatases)	0.25			0.21					NA56
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA55	euro	ENZYMES ET KITS DE SYNTHESE DES ACIDES NUCLEIQUES (PCR_x001A_)	2019	0.0	0.0	0.0	0.0	0.12	0.096	kg eCO2/euro	meso	purchases	ENZYMES AND KITS FOR NUCLEIC ACID SYNTHESIS (PCR...)	0.25	0.115		0.09			MNA52	QIAGEN/Illumina	NA56
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA56	euro	KITS ET REACTIFS POUR L'ISOLEMENT ET LA PURIFICATION DES PROTEINES	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	meso	purchases	KITS AND REAGENTS FOR PROTEIN ISOLATION AND PURIFICATION	0.37	0.16		0.13			MNA52	QIAGEN	NA56
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA61	euro	AUTRES PRODUITS D'ORIGINE BIOLOGIQUE (SANG,_x001A_)	2019	0.0	0.0	0.0	0.0	0.25	0.2	kg eCO2/euro	macro	purchases	OTHER PRODUCTS OF BIOLOGICAL ORIGIN (BLOOD,...)	0.25			0.21					NA61
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA62	euro	BIOPUCES (MICROARRAYS)	2019	0.0	0.0	0.0	0.0	0.31	0.248	kg eCO2/euro	macro	purchases	BIOCHIPS (MICROARRAYS)	0.31			0.17					NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA71	euro	SERUMS ET AUTRES MILIEUX POUR CULTURE DE CELLULES ANIMALES	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	MeMi	purchases	SERUMS AND OTHER MEDIA FOR ANIMAL CELL CULTURE	0.38	0.15	0.16	0.12	mNA74	culture broth (ACV)	MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA72	euro	MILIEUX POUR CULTURE DE CELLULES VEGETALES	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	MeMi	purchases	MEDIA FOR PLANT CELL CULTURE	0.42	0.15	0.16	0.12	mNA74	culture broth (ACV)	MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA73	euro	MILIEUX POUR CULTURE DE PETITS ORGANISMES VIVANTS	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	MeMi	purchases	MEDIA FOR SMALL CELL CULTURE	0.31	0.15	0.16	0.12	mNA74	culture broth (ACV)	MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA74	euro	MILIEUX DE BACTERIOLOGIE ET ADDITIFS	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	MeMi	purchases	BACTERIOLOGY MEDIA AND ADDITIVES	0.29	0.15	0.16	0.12	mNA74	culture broth (ACV)	MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA75	euro	AUTRES MILIEUX DE CULTURE ET ADDITIFS	2019	0.0	0.0	0.0	0.0	0.16	0.128	kg eCO2/euro	MeMi	purchases	OTHER CULTURE MEDIA AND ADDITIVES	0.38	0.15	0.16	0.12	mNA74	culture broth (ACV)	MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA76	euro	ANTIBIOTIQUES POUR CULTURE CELLULAIRE	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	meso	purchases	ANTIBIOTICS FOR CELL CULTURE	0.41	0.15		0.12			MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA77	euro	CYTOKINES, FACTEURS DE CROISSANCE ET INHIBITEURS	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	meso	purchases	CYTOKINES, GROWTH FACTORS AND INHIBITORS	0.33	0.15		0.12			MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA78	euro	ENZYMES POUR CULTURE CELLULAIRE	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	meso	purchases	ENZYMES FOR CELL CULTURE	0.25	0.15		0.12			MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA79	euro	AUTRES PRODUITS POUR CULTURE CELLULAIRE	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	meso	purchases	OTHER PRODUCTS FOR CELL CULTURE	0.37	0.15		0.12			MNA74	BD	NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA81	euro	CELLULES, VIRUS ET PETITS ORGANISMES HORS ANIMAUX	2019	0.0	0.0	0.0	0.0	0.25	0.2	kg eCO2/euro	macro	purchases	CELLS, VIRUSES AND SMALL NON-ANIMAL ORGANISMS	0.25			0.21					NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA82	euro	KITS D'ISOLEMENT ET DE DETECTION DES CELLULES, VIRUS ET ORGANITES	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	KITS FOR THE ISOLATION AND DETECTION OF CELLS, VIRUSES AND ORGANELLES	0.4			0.24					NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA83	euro	BIOLOGIE CELLULAIRE : PRODUITS ET REACTIFS BIOCHIMIQUES (DE DOSAGE_x001A_)	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	CELL BIOLOGY : BIOCHEMICAL PRODUCTS AND REAGENTS (FOR ASSAY...)	0.4			0.24					NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA84	euro	BIOLOGIE CELLULAIRE : KITS DE DOSAGE, D'ESSAI FONCTIONNEL - KITS BIOCHIMIQUES	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	CELL BIOLOGY: ASSAY KITS, FUNCTIONAL ASSAYS - BIOCHEMICAL KITS	0.4			0.24					NA85
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NA85	euro	MICROBIOLOGIE : REACTIFS ET KITS BIOCHIMIQUES	2019	0.0	0.0	0.0	0.0	0.4	0.3200000000000001	kg eCO2/euro	macro	purchases	MICROBIOLOGY : REAGENTS AND BIOCHEMICAL KITS	0.4			0.24					NA85
	Matériel et instruments de laboratoire	NB01	euro	MICROPIPETTES MONO-CANAL, MULTI-CANAUX ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.47	0.376	kg eCO2/euro	macro	purchases	SINGLE AND MULTICHANNEL MICROPIPETTES AND ACCESSORIES	0.47			0.29					NB01
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB02	euro	POINTES (CONES) POUR MICROPIPETTES MONO-CANAL ET MULTI-CANAUX	2019	0.0	0.0	0.0	0.0	0.17	0.136	kg eCO2/euro	micro	purchases	TIPS (CONES) FOR SINGLE AND MULTICHANNEL MICROPIPETTES	0.49		0.17	0.02	mNB02	pipet tips (ACV)			NB01
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB03	euro	SERINGUES EN PLASTIQUE ET AIGUILLES	2019	0.0	0.0	0.0	0.0	0.49	0.392	kg eCO2/euro	macro	purchases	PLASTIC SYRINGES AND NEEDLES	0.49			0.38					NB01
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB04	euro	PIPETTES A USAGE UNIQUE	2019	0.0	0.0	0.0	0.0	0.84	0.672	kg eCO2/euro	micro	purchases	SINGLE-USE PIPETTES	0.63		0.44	0.59	mNB04	plastic pipette (ACV)			NB05
	Matériel et instruments de laboratoire	NB05	euro	PIPETTES REUTILISABLES	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	micro	purchases	REUSABLE PIPETTES	0.63		0.14	0.1	mNB43	laboratory glassware (ACV)			NB05
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB11	euro	MICROTUBES, CRYOTUBES, TUBES A USAGE UNIQUE	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	MICROTUBES, CRYOTUBES, DISPOSABLE TUBES	0.42		0.38	0.3	mNB11	plastic tube (ACV)			NB17
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB12	euro	PORTOIRS ET BOITES DE STOCKAGE POUR MICROTUBES	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	RACKS AND STORAGE BOXES FOR MICROTUBES	0.42			0.3					NB17
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB13	euro	CULTURE CELLULAIRE EUCARYOTE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES	2019	0.0	0.0	0.0	0.0	0.32	0.256	kg eCO2/euro	micro	purchases	EUKARYOTIC CELL CULTURE : SPECIFIC PLASTIC CONSUMABLES	0.42		0.32	0.26	mNB15	Microplate (ACV)			NB17
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB14	euro	BACTERIOLOGIE : CONSOMMABLES EN PLASTIQUE SPECIFIQUES	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	BACTERIOLOGY : SPECIFIC PLASTIC CONSUMABLES	0.42		0.84	0.3	mNB14	Petri dish (ACV)			NB17
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB15	euro	MICROPLAQUES (PCR, HTS, ELISA_x001A_) HORS CULTURE CELLULAIRE ET FILTRATION	2019	0.0	0.0	0.0	0.0	0.32	0.256	kg eCO2/euro	micro	purchases	MICROPLATES (PCR, HTS, ELISA...) EXCLUDING CELL CULTURE AND FILTRATION	0.42		0.32	0.26	mNB15	Microplate (ACV)			NB17
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB16	euro	LAMES ET LAMELLES EN VERRE ET PLASTIQUE	2019	0.0	0.0	0.0	0.0	0.6	0.48	kg eCO2/euro	macro	purchases	GLASS AND PLASTIC SLIDES AND COVERSLIPS	0.6			0.5					NB16
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB17	euro	AUTRES CONSOMMABLES EN PLASTIQUE ET EN VERRE HORS CULTURE CELL. ET BACTERIO	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	OTHER PLASTIC AND GLASS CONSUMABLES EXCEPT CELL CULTURE AND FILTRATION AND BACTERIO	0.42			0.3					NB17
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB21	euro	CONSOMMABLES DE CHROMATOGRAPHIE ET D'EXTRACTION NON DEDIES AUX INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.61	0.488	kg eCO2/euro	macro	purchases	CHROMATOGRAPHY AND EXTRACTION CONSUMABLES NOT DEDICATED TO INSTRUMENTS	0.61			0.62					NB24
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB22	euro	ELECTROPHORESE SUR GEL : CONSOMMABLES NON DEDIES AUX INSTRUMENTS	2019	0.0	0.0	0.0	0.0	0.61	0.488	kg eCO2/euro	macro	purchases	GEL ELECTROPHORESIS : NON-INSTRUMENT CONSUMABLES	0.61			0.62					NB24
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB23	euro	MEMBRANES ET KITS POUR LE TRANSFERT D'ACIDES NUCLEIQUES ET DES PROTEINES (BLOT)	2019	0.0	0.0	0.0	0.0	0.61	0.488	kg eCO2/euro	macro	purchases	MEMBRANES AND KITS FOR THE TRANSFER OF NUCLEIC ACIDS AND PROTEINS (BLOT)	0.61			0.62					NB24
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB24	euro	CONSOMMABLES POUR FILTRATION ET DIALYSE	2019	0.0	0.0	0.0	0.0	0.15	0.12	kg eCO2/euro	meso	purchases	CONSUMABLES FOR FILTRATION AND DIALYSIS	0.61	0.15		0.12			MNB24	Sartorius	NB24
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB31	euro	FILMS AUTORADIOGRAPHIQUES ET PHOTOGRAPHIQUES ET REACTIFS	2019	0.0	0.0	0.0	0.0	0.65	0.52	kg eCO2/euro	macro	purchases	AUTORADIOGRAPHIC AND PHOTOGRAPHIC FILMS AND REAGENTS	0.65			0.37					NB31
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB32	euro	HUILE A IMMERSION POUR MICROSCOPIE	2019	0.0	0.0	0.0	0.0	0.97	0.776	kg eCO2/euro	macro	purchases	IMMERSION OIL FOR MICROSCOPY	0.97			0.55					NB32
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB33	euro	CONSOMMABLES LAMPES ET AMPOULES DIVERSES (HORS MICROSCOPIE ET SPECTRO)	2019	0.0	0.0	0.0	0.0	0.62	0.496	kg eCO2/euro	macro	purchases	CONSUMABLES FOR LAMPS AND BULBS (EXCEPT MICROSCOPY AND SPECTRO)	0.62			0.26					NB33
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB34	euro	PRODUITS DE LAVAGE, DESINFECTION, STERILISATION	2019	0.0	0.0	0.0	0.0	0.88	0.7040000000000001	kg eCO2/euro	macro	purchases	WASHING, DISINFECTION AND STERILISATION PRODUCTS	0.88			0.63					NB34
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB35	euro	AUTRES CONSOMMABLES DE LABO HORS PLASTIQUE ET VERRE	2019	0.0	0.0	0.0	0.0	0.58	0.464	kg eCO2/euro	macro	purchases	OTHER LAB CONSUMABLES EXCEPT PLASTIC AND GLASS	0.58			0.32					NB35
	Matériel et instruments de laboratoire	NB41	euro	ROTORS RMN, TUBES RMN ET BOUCHONS ASSOCIES	2019	0.0	0.0	0.0	0.0	1.0	0.8	kg eCO2/euro	macro	purchases	RMN ROTORS, RMN TUBES AND ASSOCIATED STOPPERS	1.0			0.8					NB45
	Matériel et instruments de laboratoire	NB42	euro	VERRERIE SOUFFLEE (A FACON)	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	micro	purchases	BLOWN GLASSWARE (CUSTOM-MADE)	1.0		0.23	0.1	mNB43	laboratory glassware (ACV)			NB45
	Matériel et instruments de laboratoire	NB43	euro	VAISSELLE DE LABORATOIRE REUTILISABLE EN VERRE, PLASTIQUE, PORCELAINE	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	micro	purchases	REUSABLE GLASS, PLASTIC AND PORCELAIN LABORATORY WARE	1.0		0.23	0.1	mNB43	laboratory glassware (ACV)			NB45
	Matériel et instruments de laboratoire	NB44	euro	CUVETTES EN VERRE ET QUARTZ POUR SPECTROMETRES	2019	0.0	0.0	0.0	0.0	0.23	0.184	kg eCO2/euro	micro	purchases	GLASS AND QUARTZ CUVETTES FOR SPECTROMETERS	1.0		0.23	0.1	mNB43	laboratory glassware (ACV)			NB45
	Matériel et instruments de laboratoire	NB45	euro	RECIPIENTS, CREUSETS EN MATERIAUX SPECIAUX (HORS CIBLES)	2019	0.0	0.0	0.0	0.0	1.0	0.8	kg eCO2/euro	macro	purchases	CONTAINERS, CRUCIBLES OF SPECIAL MATERIALS (EXCEPT TARGETS)	1.0			0.8					NB45
	Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)	NB51	euro	PETIT MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT	2019	0.0	0.0	0.0	0.0	0.26	0.208	kg eCO2/euro	macro	purchases	SMALL NON-ELECTRIC BENCH TOP EQUIPMENT	0.26			0.18					NB51
	Matériel et instruments de laboratoire	NB61	euro	ELECTROCHIMIE DE PAILLASSE : MATERIEL ET CONSOMMABLES	2019	0.0	0.0	0.0	0.0	0.28	0.224	kg eCO2/euro	macro	purchases	ELECTROCHEMISTRY : EQUIPMENT AND CONSUMABLES	0.28			0.14					NB62
	Matériel et instruments de laboratoire	NB62	euro	ELECTROCHIMIE : POTENTIOSTATS / GALVANOSTATS ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.28	0.224	kg eCO2/euro	macro	purchases	ELECTROCHEMISTRY : POTENTIOSTATS / GALVANOSTATS AND ACCESSORIES	0.28			0.14					NB62
	Matériel et instruments de laboratoire	NB71	euro	BALANCES, MATERIEL DE PESEE DE PAILLASSE ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	BALANCES, BENCH SCALES AND ACCESSORIES	0.42			0.24					NB71
	Matériel et instruments de laboratoire	NB72	euro	AGITATEURS MAGNETIQUES CHAUFFANTS OU NON	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	MAGNETIC STIRRERS, HEATED OR NOT	0.37			0.2					NB71
	Matériel et instruments de laboratoire	NB73	euro	AGITATEURS, MELANGEURS ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	STIRRERS, MIXERS AND ACCESSORIES	0.37			0.2					NB71
	Matériel et instruments de laboratoire	NB74	euro	BROYAGE, FRACTIONNEMENT, TAMISAGE : MATERIEL ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.39	0.3120000000000001	kg eCO2/euro	macro	purchases	GRINDING, FRACTIONING, SIEVING: EQUIPMENT AND ACCESSORIES	0.39			0.19					NB71
	Matériel et instruments de laboratoire	NB75	euro	POMPES (HORS VIDE VA.01) (POMPES OSMOTIQUES_x001A_)	2019	0.0	0.0	0.0	0.0	0.43	0.344	kg eCO2/euro	macro	purchases	PUMPS (EXCEPT VACUUM VA.01) (OSMOTIC PUMPS...)	0.43			0.24					NB71
	Matériel et instruments de laboratoire	NB76	euro	CHAUFFAGE : FOURS SIMPLES, BRULEURS, PLAQUES, CHAUFFE-BALLONS,_x001A_	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	HEATING : SIMPLE OVENS, BURNERS, PLATES, BALLOON HEATERS,...	0.42			0.24					NB71
	Matériel et instruments de laboratoire	NB77	euro	THERMOSTATISATION ET SECHAGE : ETUVES, ENCEINTES, BAINS, DESSICATEURS_x001A_	2019	0.0	0.0	0.0	0.0	0.39	0.3120000000000001	kg eCO2/euro	macro	purchases	THERMOSTATISATION AND DRYING: OVENS, CHAMBERS, BATHS, DESICCATORS, ETC.	0.39			0.19					NB71
	Matériel et instruments de laboratoire	NB78	euro	MICROCENTRIFUGATION : MICROCENTRIFUGEUSES ET CYTOCENTRIFUGEUSES	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	MICROCENTRIFUGATION: MICROCENTRIFUGES AND CYTOCENTRIFUGES	0.42			0.24					NB71
	Matériel et instruments de laboratoire	NB79	euro	CHIMIE ET BIOLOGIE : AUTRE MATERIEL ELECTRIQUE DE PAILLASSE COURANT	2019	0.0	0.0	0.0	0.0	0.42	0.336	kg eCO2/euro	macro	purchases	CHEMISTRY AND BIOLOGY: OTHER COMMON BENCH-TOP ELECTRICAL EQUIPMENT	0.42			0.24					NB71
	Matériel et instruments de laboratoire	NB81	euro	CENTRIFUGATION : CENTRIFUGEUSES ET ULTRACENTRIFUGEUSES	2019	0.0	0.0	0.0	0.0	0.41	0.328	kg eCO2/euro	macro	purchases	CENTRIFUGATION: CENTRIFUGES AND ULTRACENTRIFUGES	0.41			0.28					NB81
	Matériel et instruments de laboratoire	NB82	euro	CENTRIFUGATION : ACCESSOIRES (ROTORS, GODETS_x001A_)	2019	0.0	0.0	0.0	0.0	0.37	0.296	kg eCO2/euro	macro	purchases	CENTRIFUGATION : ACCESSORIES (ROTORS, BUCKETS...)	0.37			0.22					NB81
	Matériel et instruments de laboratoire	NB83	euro	INCUBATION : INCUBATEURS, INCUBATEURS A CO2 ET ACCESSOIRES	2019	0.0	0.0	0.0	0.0	0.41	0.328	kg eCO2/euro	macro	purchases	INCUBATION : INCUBATORS, CO2 INCUBATORS AND ACCESSORIES	0.41			0.28					NB81
