nacres.code	nacres.description.fr	nacres.description.en	ceda.code	ceda.description	ceda.ef.kg.co2e.per.euro	ceda.uncertainty.attr.kg.co2e.per.euro	ceda.uncertainty.80pct.kg.co2e.per.euro	ademe.code	ademe.description	ademe.ef.kg.co2e.per.euro	ademe.uncertainty.attr.kg.co2e.per.euro	ademe.uncertainty.80pct.kg.co2e.per.euro	useeio.code	useeio.description	useeio.ef.kg.co2e.per.euro	useeio.uncertainty.attr.kg.co2e.per.euro	useeio.uncertainty.80pct.kg.co2e.per.euro	per1p5macro.ef.kg.co2e.per.euro	per1p5macro.uncertainty.attr.kg.co2e.per.euro	per1p5macro.uncertainty.80pct.kg.co2e.per.euro	meso.code	meso.description	meso.ef.kg.co2e.per.euro	meso.uncertainty.kg.co2e.per.euro	micro.code	micro.description	micro.ef.kg.co2e.per.euro	micro.uncertainty.kg.co2e.per.euro	method	per1p5.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	per1p5.uncertainty.80pct.kg.co2e.per.euro	uncertainty.groupby	module	category	scope.source.v4	scope.source.v5
NB24	CONSOMMABLES POUR FILTRATION ET DIALYSE	CONSUMABLES FOR FILTRATION AND DIALYSIS						ADEME38 / ADEME21	Consommables de bureau - Petites fournitures / Produits chimiques	0.98	0.87	0.784	339113 / 339113 / 3259A0	Surgical appliance and supplies / Surgical appliance and supplies / Chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds)	0.42	0.18	0.336	0.61	0.62	0.488	MNB24	Sartorius	0.15	0.12					meso	0.15	0.12	0.12	NB24	purchases	consumables	9	4.1
NB31	FILMS AUTORADIOGRAPHIQUES ET PHOTOGRAPHIQUES ET REACTIFS	AUTORADIOGRAPHIC AND PHOTOGRAPHIC FILMS AND REAGENTS						ADEME37	Consommables de bureau - Consommables bureautiques	0.92	0.0	0.7360000000000001	326190 / 3259A0	Other plastic products / Chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds)	0.34	0.4	0.272	0.65	0.37	0.52									macro	0.65	0.37	0.52	NB31	purchases	consumables	9	4.1
NB32	HUILE A IMMERSION POUR MICROSCOPIE	IMMERSION OIL FOR MICROSCOPY						ADEME21	Produits chimiques	1.6	0.0	1.28	3259A0	Chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds)	0.62	0.0	0.496	0.97	0.55	0.776									macro	0.97	0.55	0.776	NB32	purchases	consumables	9	4.1
NB33	CONSOMMABLES LAMPES ET AMPOULES DIVERSES (HORS MICROSCOPIE ET SPECTRO)	CONSUMABLES FOR LAMPS AND BULBS (EXCEPT MICROSCOPY AND SPECTRO)						ADEME37	Consommables de bureau - Consommables bureautiques	0.92	0.0	0.7360000000000001	335110	Light bulbs	0.47	0.0	0.376	0.62	0.26	0.496									macro	0.62	0.26	0.496	NB33	purchases	consumables	9	4.1
NB34	PRODUITS DE LAVAGE, DESINFECTION, STERILISATION	WASHING, DISINFECTION AND STERILISATION PRODUCTS						ADEME21	Produits chimiques	1.6	0.0	1.28	325610	Soap and cleaning compounds	0.46	0.0	0.368	0.88	0.63	0.7040000000000001									macro	0.88	0.63	0.7040000000000001	NB34	purchases	consumables	9	4.1
NB35	AUTRES CONSOMMABLES DE LABO HORS PLASTIQUE ET VERRE	OTHER LAB CONSUMABLES EXCEPT PLASTIC AND GLASS						ADEME17	Papier et carton	0.9	0.0	0.7200000000000001	339113 / 3259A0 / 339113	Surgical appliance and supplies / Chemicals (except basic chemicals, agrichemicals, polymers, paints, pharmaceuticals,soaps, cleaning compounds) / Surgical appliance and supplies	0.42	0.18	0.336	0.58	0.32	0.464									macro	0.58	0.32	0.464	NB35	purchases	consumables	9	4.1
NB41	ROTORS RMN, TUBES RMN ET BOUCHONS ASSOCIES	RMN ROTORS, RMN TUBES AND ASSOCIATED STOPPERS						ADEME15	Produit mineraux (ciment, verre, etc.)	1.8	0.0	1.44	327200 / 339113	Glass and glass products / Surgical appliance and supplies	0.6	0.4	0.48	1.0	0.79	0.8									macro	1.0	0.8	0.8	NB45	purchases	lab.equipment	10	4.2
NB42	VERRERIE SOUFFLEE (A FACON)	BLOWN GLASSWARE (CUSTOM-MADE)						ADEME15	Produit mineraux (ciment, verre, etc.)	1.8	0.0	1.44	327200 / 339113	Glass and glass products / Surgical appliance and supplies	0.6	0.4	0.48	1.0	0.79	0.8					mNB43	laboratory glassware (ACV)	0.23	0.1	micro	0.23	0.1	0.184	NB45	purchases	lab.equipment	10	4.2
NB43	VAISSELLE DE LABORATOIRE REUTILISABLE EN VERRE, PLASTIQUE, PORCELAINE	REUSABLE GLASS, PLASTIC AND PORCELAIN LABORATORY WARE						ADEME15	Produit mineraux (ciment, verre, etc.)	1.8	0.0	1.44	327200 / 339113	Glass and glass products / Surgical appliance and supplies	0.6	0.4	0.48	1.0	0.79	0.8					mNB43	laboratory glassware (ACV)	0.23	0.1	micro	0.23	0.1	0.184	NB45	purchases	lab.equipment	10	4.2
NB44	CUVETTES EN VERRE ET QUARTZ POUR SPECTROMETRES	GLASS AND QUARTZ CUVETTES FOR SPECTROMETERS						ADEME15	Produit mineraux (ciment, verre, etc.)	1.8	0.0	1.44	327200 / 339113	Glass and glass products / Surgical appliance and supplies	0.6	0.4	0.48	1.0	0.79	0.8					mNB43	laboratory glassware (ACV)	0.23	0.1	micro	0.23	0.1	0.184	NB45	purchases	lab.equipment	10	4.2
NB45	RECIPIENTS, CREUSETS EN MATERIAUX SPECIAUX (HORS CIBLES)	CONTAINERS, CRUCIBLES OF SPECIAL MATERIALS (EXCEPT TARGETS)						ADEME15	Produit mineraux (ciment, verre, etc.)	1.8	0.0	1.44	327200 / 339113	Glass and glass products / Surgical appliance and supplies	0.6	0.4	0.48	1.0	0.79	0.8									macro	1.0	0.8	0.8	NB45	purchases	lab.equipment	10	4.2
NB51	PETIT MATERIEL DE PAILLASSE NON ELECTRIQUE COURANT	SMALL NON-ELECTRIC BENCH TOP EQUIPMENT						ADEME38 / ADEME20	Consommables de bureau - Petites fournitures / Meubles et autres biens manufactures	0.43	0.09	0.344	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.26	0.18	0.208									macro	0.26	0.18	0.208	NB51	purchases	consumables	10	4.2
NB61	ELECTROCHIMIE DE PAILLASSE : MATERIEL ET CONSOMMABLES	ELECTROCHEMISTRY : EQUIPMENT AND CONSUMABLES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 339113	Analytical laboratory instruments / Surgical appliance and supplies	0.2	0.16	0.16	0.28	0.14	0.224									macro	0.28	0.14	0.224	NB62	purchases	lab.equipment	10	4.2
NB62	ELECTROCHIMIE : POTENTIOSTATS / GALVANOSTATS ET ACCESSOIRES	ELECTROCHEMISTRY : POTENTIOSTATS / GALVANOSTATS AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 339113	Analytical laboratory instruments / Surgical appliance and supplies	0.2	0.16	0.16	0.28	0.14	0.224									macro	0.28	0.14	0.224	NB62	purchases	lab.equipment	10	4.2
NB71	BALANCES, MATERIEL DE PESEE DE PAILLASSE ET ACCESSOIRES	BALANCES, BENCH SCALES AND ACCESSORIES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.42	0.24	0.336									macro	0.42	0.24	0.336	NB71	purchases	lab.equipment	10	4.2
NB72	AGITATEURS MAGNETIQUES CHAUFFANTS OU NON	MAGNETIC STIRRERS, HEATED OR NOT						ADEME26 / ADEME25	Produits informatiques, electroniques et optiques / Machines et equipements	0.55	0.21	0.4400000000000001	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.37	0.2	0.296									macro	0.37	0.2	0.296	NB71	purchases	lab.equipment	10	4.2
NB73	AGITATEURS, MELANGEURS ET ACCESSOIRES	STIRRERS, MIXERS AND ACCESSORIES						ADEME26 / ADEME25	Produits informatiques, electroniques et optiques / Machines et equipements	0.55	0.21	0.4400000000000001	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.37	0.2	0.296									macro	0.37	0.2	0.296	NB71	purchases	lab.equipment	10	4.2
NB74	BROYAGE, FRACTIONNEMENT, TAMISAGE : MATERIEL ET ACCESSOIRES	GRINDING, FRACTIONING, SIEVING: EQUIPMENT AND ACCESSORIES						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.39	0.19	0.3120000000000001									macro	0.39	0.19	0.3120000000000001	NB71	purchases	lab.equipment	10	4.2
NB75	POMPES (HORS VIDE VA.01) (POMPES OSMOTIQUES_x001A_)	PUMPS (EXCEPT VACUUM VA.01) (OSMOTIC PUMPS...)						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113 / 33391A	Surgical appliance and supplies / Pumps and pumping equipment	0.28	0.04	0.224	0.43	0.24	0.344									macro	0.43	0.24	0.344	NB71	purchases	lab.equipment	10	4.2
NB76	CHAUFFAGE : FOURS SIMPLES, BRULEURS, PLAQUES, CHAUFFE-BALLONS,_x001A_	HEATING : SIMPLE OVENS, BURNERS, PLATES, BALLOON HEATERS,...						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.42	0.24	0.336									macro	0.42	0.24	0.336	NB71	purchases	lab.equipment	10	4.2
NB77	THERMOSTATISATION ET SECHAGE : ETUVES, ENCEINTES, BAINS, DESSICATEURS_x001A_	THERMOSTATISATION AND DRYING: OVENS, CHAMBERS, BATHS, DESICCATORS, ETC.						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.39	0.19	0.3120000000000001									macro	0.39	0.19	0.3120000000000001	NB71	purchases	lab.equipment	10	4.2
NB78	MICROCENTRIFUGATION : MICROCENTRIFUGEUSES ET CYTOCENTRIFUGEUSES	MICROCENTRIFUGATION: MICROCENTRIFUGES AND CYTOCENTRIFUGES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.42	0.24	0.336									macro	0.42	0.24	0.336	NB71	purchases	lab.equipment	10	4.2
NB79	CHIMIE ET BIOLOGIE : AUTRE MATERIEL ELECTRIQUE DE PAILLASSE COURANT	CHEMISTRY AND BIOLOGY: OTHER COMMON BENCH-TOP ELECTRICAL EQUIPMENT						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.42	0.24	0.336									macro	0.42	0.24	0.336	NB71	purchases	lab.equipment	10	4.2
NB81	CENTRIFUGATION : CENTRIFUGEUSES ET ULTRACENTRIFUGEUSES	CENTRIFUGATION: CENTRIFUGES AND ULTRACENTRIFUGES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.41	0.28	0.328									macro	0.41	0.28	0.328	NB81	purchases	lab.equipment	10	4.2
NB82	CENTRIFUGATION : ACCESSOIRES (ROTORS, GODETS_x001A_)	CENTRIFUGATION : ACCESSORIES (ROTORS, BUCKETS...)						ADEME24	Produits metalliques, sauf machines et equipements	0.6	0.0	0.48	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.37	0.22	0.296									macro	0.37	0.22	0.296	NB81	purchases	lab.equipment	10	4.2
NB83	INCUBATION : INCUBATEURS, INCUBATEURS A CO2 ET ACCESSOIRES	INCUBATION : INCUBATORS, CO2 INCUBATORS AND ACCESSORIES						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.41	0.28	0.328									macro	0.41	0.28	0.328	NB81	purchases	lab.equipment	10	4.2
NB84	FROID : BANQUES DE SANG, CONGELATEURS, REFRIGERATEURS,_x001A_	COLD : BLOOD BANKS, FREEZERS, REFRIGERATORS,...						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.41	0.28	0.328									macro	0.41	0.28	0.328	NB81	purchases	lab.equipment	10	4.2
NB85	PURIFICATION DES SOLVANTS, ACIDES ET BASES : MATERIEL ET ACCESSOIRES	PURIFICATION OF SOLVENTS, ACIDS AND BASES: EQUIPMENT AND ACCESSORIES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.34	0.18	0.272									macro	0.34	0.18	0.272	NB81	purchases	lab.equipment	10	4.2
NB86	LAVAGE : MATERIEL ET ACCESSOIRES	WASHING : EQUIPMENT AND ACCESSORIES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.34	0.18	0.272									macro	0.34	0.18	0.272	NB81	purchases	lab.equipment	10	4.2
NB87	STERILISATION ET DESINFECTION : STERILISATEURS ET ACCESSOIRES	STERILISATION AND DISINFECTION : STERILISERS AND ACCESSORIES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	339113 / 334510	Surgical appliance and supplies / Electromedical appartuses	0.21	0.15	0.168	0.34	0.18	0.272									macro	0.34	0.18	0.272	NB81	purchases	lab.equipment	10	4.2
NC01	ELECTROPHORESE SUR GEL ET TRANSFERT : PETIT MATERIEL ET ACCESSOIRES DEDIES	GEL ELECTROPHORESIS AND TRANSFER: SMALL EQUIPMENT AND ACCESSORIES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.3	0.21	0.24									macro	0.3	0.21	0.24	NB62	purchases	lab.equipment	10	4.2
NC02	PURIFICATION DES BIOMOLECULES : AUTOMATES ET ACCESSOIRES DEDIES	BIOMOLECULE PURIFICATION : AUTOMATS AND DEDICATED ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC03	PURIFICATION DES BIOMOLECULES : CONSOMMABLES DEDIES AUX AUTOMATES	BIOMOLECULE PURIFICATION: CONSUMABLES FOR AUTOMATS						ADEME38	Consommables de bureau - Petites fournitures	0.37	0.0	0.296	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.26	0.15	0.208									macro	0.26	0.15	0.208	NB62	purchases	consumables	9	4.1
NC04	EXTRACTION ET SEPARATION DES MOLECULES : EQUIPEMENT DE FLASH CHROMATOGRAPHIE	MOLECULE EXTRACTION AND SEPARATION : FLASH CHROMATOGRAPHY EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC05	EXTRACTION ET SEPARATION DES MOLECULES : CONSOMMABLES POUR FLASH CHROMATOGRAPHIE	MOLECULE EXTRACTION AND SEPARATION : CONSUMABLES FOR FLASH CHROMATOGRAPHY						ADEME38	Consommables de bureau - Petites fournitures	0.37	0.0	0.296	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.26	0.15	0.208									macro	0.26	0.15	0.208	NB62	purchases	consumables	9	4.1
NC06	SEPARATION DES MOLECULES : AUTRES EQUIPEMENTS (SFC, CPC, EXTRACTEURS_x001A_)	MOLECULE SEPARATION : OTHER EQUIPMENT (SFC, CPC, EXTRACTORS...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC07	SEPARATION DES MOLECULES : CONSOMMABLES DEDIES AUX AUTRES EQUIPEMENTS	MOLECULE SEPARATION : CONSUMABLES FOR OTHER EQUIPMENT						ADEME38	Consommables de bureau - Petites fournitures	0.37	0.0	0.296	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.26	0.15	0.208									macro	0.26	0.15	0.208	NB62	purchases	consumables	9	4.1
NC11	BIOMOL : IMAGEURS POUR GELS ET MEMBRANES ET ACCESSOIRES	BIOMOL: GEL AND MEMBRANE IMAGERS AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC12	BIOMOL : COMPTEURS DE RADIOACTIVITE (SIMPLE OU MULTI DETECTION)	BIOMOL: RADIOACTIVITY COUNTERS (SINGLE OR MULTI DETECTION)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC13	BIOMOL : SCANNERS (LECTEURS OPTIQUES) DE BIOPUCES	BIOMOL: SCANNERS (OPTICAL READERS) FOR BIOCHIPS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC14	BIOMOL : SCANNERS / IMAGEURS MULTIFONCTIONS (IN VITRO, IN VIVO, GELS,_x001A_)	BIOMOL: MULTIFUNCTION SCANNERS / IMAGERS (IN VITRO, IN VIVO, GELS,...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC15	BIOMOL : AUTOMATES D'HYBRIDATION IN SITU ET ACCESSOIRES	BIOMOL: AUTOMATIC IN SITU HYBRIDISATION MACHINES AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC16	BIOMOL : SEQUENCEURS, ANALYSEURS GENETIQUES ET ACCESSOIRES	BIOMOL: SEQUENCERS, GENE ANALYSERS AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC17	BIOMOL : SEQUENCEURS HAUT DEBIT	BIOMOL : HIGH SPEED SEQUENCERS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC21	BIOLOGIE MOLECULAIRE : THERMOCYCLEURS POUR PCR CONVENTIONELLE ET ACCESSOIRES	MOLECULAR BIOLOGY: THERMOCYCLERS FOR CONVENTIONAL PCR AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC22	BIOLOGIE MOLECULAIRE : THERMOCYCLEURS POUR PCR QUANTITATIVE ET ACCESSOIRES	MOLECULAR BIOLOGY : THERMOCYCLERS FOR QUANTITATIVE PCR AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC23	BIOLOGIE : AUTOMATES POUR LA SYNTHESE DES OLIGONUCLEOTIDES ET ACCESSOIRES	BIOLOGY: AUTOMATIC OLIGONUCLEOTIDE SYNTHESIS MACHINES AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC24	BIOLOGIE : AUTOMATES POUR LA SYNTHESE DES PEPTIDES ET ACCESSOIRES	BIOLOGY: AUTOMATED PEPTIDE SYNTHESIS SYSTEMS AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC25	CHIMIE : APPAREILS ET REACTEURS POUR LA CHIMIE ORGANIQUE	CHEMISTRY : APPARATUS AND REACTORS FOR ORGANIC CHEMISTRY						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC31	BIOLOGIE : STATION D'HYBRIDATION DE BIOPUCES (MICROARRAYS)	BIOLOGY: MICROARRAY HYBRIDIZATION STATIONS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC32	CHIMIE ET BIOLOGIE : STATIONS DE PIPETAGE AUTOMATISEES	CHEMISTRY AND BIOLOGY: AUTOMATED PIPETTING STATIONS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC33	CHIMIE ET BIOLOGIE : POINTES (CONES) POUR ROBOTS DE PIPETAGE	CHEMISTRY AND BIOLOGY : TIPS (CONES) FOR PIPETTING ROBOTS						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.3	0.21	0.24									macro	0.3	0.21	0.24	NB62	purchases	consumables	10	4.1
NC34	CHIMIE ET BIOLOGIE : AUTOMATES DE SCREENING HAUT DEBIT	CHEMISTRY AND BIOLOGY: HIGH-SPEED SCREENING MACHINES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC35	CHIMIE ET BIOLOGIE : AUTOMATES D'ELECTROPHYSIOLOGIE	CHEMISTRY AND BIOLOGY : ELECTROPHYSIOLOGY AUTOMATS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC41	CULTURE CELLULAIRE : FERMENTEURS ET BIOREACTEURS	CELL CULTURE: FERMENTERS AND BIOREACTORS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC51	MATERIEL DE MICROMANIPULATION DES CELLULES, ACCESSOIRES ET CONSOMMABLES DEDIES	CELL MICROMANIPULATION EQUIPMENT, ACCESSORIES AND CONSUMABLES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.3	0.21	0.24									macro	0.3	0.21	0.24	NB62	purchases	lab.equipment	10	4.2
NC52	BIOLOGIE CELLULAIRE : MATERIEL DE DETECTION INTRACELLULAIRE	CELL BIOLOGY: INTRACELLULAR DETECTION EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC53	DETECTION INTRACELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS	INTRACELLULAR DETECTION : CONSUMABLES FOR INSTRUMENTS						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.3	0.21	0.24									macro	0.3	0.21	0.24	NB62	purchases	consumables	9	4.1
NC54	CYTOMETRIE EN FLUX ET TRI CELLULAIRE : MATERIEL ET ACCESSOIRES	FLOW CYTOMETRY AND CELL SORTING: EQUIPMENT AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC55	CYTOMETRIE EN FLUX ET TRI CELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS	FLOW CYTOMETRY AND CELL SORTING : CONSUMABLES FOR INSTRUMENTS						ADEME38	Consommables de bureau - Petites fournitures	0.37	0.0	0.296	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.26	0.15	0.208									macro	0.26	0.15	0.208	NB62	purchases	consumables	9	4.1
NC56	COMPTAGE CELLULAIRE : MATERIEL ET ACCESSOIRES	CELL COUNTING: EQUIPMENT AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC57	COMPTAGE CELLULAIRE : CONSOMMABLES DEDIES AUX INSTRUMENTS	CELL COUNTING : CONSUMABLES FOR INSTRUMENTS						ADEME38	Consommables de bureau - Petites fournitures	0.37	0.0	0.296	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.26	0.15	0.208									macro	0.26	0.15	0.208	NB62	purchases	consumables	9	4.1
