category,subcategory,subsubcategory,unit,name,year,co2,ch4,n2o,other,total,uncertainty,ef.unit
Achats,Matériel et instruments de laboratoire,MA21,euro,Microscopes electroniques et ioniques,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA22,euro,Microscopie electronique et ionique : detecteurs specifiques,2019,0.0,0.0,0.0,0,0.37,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA23,euro,Microscopie electronique et ionique : cameras,2019,0.0,0.0,0.0,0,0.54,1.1,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA24,euro,Microscopie electronique et ionique : autre materiel et pieces detac. hors n1,2019,0.0,0.0,0.0,0,0.31,0.6,kg eCO2/euro
Achats,Réparations et maintenance,MA25,euro,Microscopie electronique et ionique : electronique de remplacement,2019,0.0,0.0,0.0,0,0.39,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA31,euro,Systèmes de microscopie acoustique,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA32,euro,"Microscopie acoustique : accessoires, consommables et pieces detachees",2019,0.0,0.0,0.0,0,0.31,0.6,kg eCO2/euro
Achats,Réparations et maintenance,MA33,euro,Microscopie acoustique : electronique de remplacement,2019,0.0,0.0,0.0,0,0.39,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA41,euro,Microscopie a angle de brewster : equipements et accessoires,2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA42,euro,Profilometres optiques,2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA43,euro,Microscopie photonique et de fluorescence : loupes et stereomicroscopes,2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA44,euro,Microscopes photoniques et de fluorescence,2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA45,euro,Lampes pour microscopes photoniques et de fluorescence,2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA46,euro,Microscopie optique : autre materiel et pieces detachees hors o0,2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,MA47,euro,"Autres microscopes optiques (magneto-optiques, à emission de lumière)",2019,0.0,0.0,0.0,0,0.35,0.5,kg eCO2/euro
Achats,Réparations et maintenance,MA48,euro,Microscopie optique : electronique de remplacement,2019,0.0,0.0,0.0,0,0.39,0.6,kg eCO2/euro
Achats,Réparations et maintenance,MB01,euro,Materiel de prep. d'echantillons pr microscopie : reparation et maintece,2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Réparations et maintenance,MB02,euro,Microscopie a champ proche et profilometrie : reparation et maintece,2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Réparations et maintenance,MB03,euro,Microscopie electronique et ionique : reparation et maintece,2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Réparations et maintenance,MB04,euro,Microscopie acoustique : reparation et maintece du materiel,2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Réparations et maintenance,MB05,euro,Microscopie optique : reparation et maintece,2019,0.0,0.0,0.0,0,0.21,0.8,kg eCO2/euro
Achats,Services,MC01,euro,Microscopie a champ proche et profilometrie a contact : services d'analyse,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,MC02,euro,Microscopie electronique et ionique : services d'analyse,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,MC03,euro,Microscopie acoustique : services d'analyse,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,Services,MC04,euro,Microscopie photonique et profilometrie optique : services d'analyse,2019,0.0,0.0,0.0,0,0.2,0.1,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA01,euro,Solvants : acetate d'ethyle et autres esters,2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA02,euro,Solvants : acetone,2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA03,euro,Solvants : acetonitrile,2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA04,euro,"Solvants : solvants chlores (dichloromethane, chloroforme, ...)",2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA05,euro,"Solvants : eau et alcools (methanol, ethanol, propan-2-ol, ...)",2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA06,euro,"Solvants : hydrocarbures (pentane, hexane, heptane, ...)",2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA07,euro,"Solvants : autres solvants (ethers, ...)",2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA08,euro,Solvants : solvants industriels (futs et tonnelets),2019,0.0,0.0,0.0,0,1.6,0.1,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA11,euro,"Solvants isotopiques (deuteries, ...)",2019,0.0,0.0,0.0,0,1.6,0.1,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA12,euro,Produits liquides et solides isotopiques non radioactifs (hors solvants),2019,0.0,0.0,0.0,0,1.6,0.1,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA13,euro,Chimie et biologie : produits radioactifs,2019,0.0,0.0,0.0,0,1.6,0.1,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA21,euro,"Produits chimiques courants (acides, bases, sels...)",2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA22,euro,Produits chimiques pour la synthese organique,2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA23,euro,Metaux purs et reactifs pour la science des materiaux,2019,0.0,0.0,0.0,0,1.3,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA24,euro,"Etalons de calibration, standards et produits de reference",2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA25,euro,"Produits biochimiques courants (tampons, bsa, etc.)",2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA26,euro,Biologie : peptides et acides amines,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA27,euro,Biologie : proteines recombites (a facon),2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA28,euro,Biologie : produits chimiques a usage biochimique ou biologique,2019,0.0,0.0,0.0,0,0.45,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA31,euro,Reactifs et kits pour le marquage et la detection des acides nucleiques,2019,0.0,0.0,0.0,0,0.82,0.9,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA32,euro,Reactifs et kits pour le marquage et la detection des proteines,2019,0.0,0.0,0.0,0,0.82,0.9,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA41,euro,Anticorps primaires non couples (hors anticorps controles et anti-tag),2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA42,euro,Anticorps primaires non couples controles,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA43,euro,Anticorps primaires non couples anti-tag,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA44,euro,Anticorps primaires couples marqueurs de cellules,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA45,euro,Autres anticorps primaires couples,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA46,euro,Anticorps secondaires,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA47,euro,Reactifs d'immunohistologie et d'histochimie,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA51,euro,Oligonucleotides de synthese et acides nucleiques,2019,0.0,0.0,0.0,0,0.15,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA52,euro,Kits et reactifs pour l'isolement et la purification des acides nucleiques,2019,0.0,0.0,0.0,0,0.15,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA53,euro,Enzymes de restriction,2019,0.0,0.0,0.0,0,0.15,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA54,euro,"Enzymes de modification et de clonage (nucléases, kinases, phosphatases)",2019,0.0,0.0,0.0,0,0.15,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA55,euro,Enzymes et kits de synthese des acides nucleiques (pcr),2019,0.0,0.0,0.0,0,0.15,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA56,euro,Kits et reactifs pour l'isolement et la purification des proteines,2019,0.0,0.0,0.0,0,0.15,0.5,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA61,euro,"Autres produits d'origine biologique (sang, ...)",2019,0.0,0.0,0.0,0,0.25,0.9,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA62,euro,Biopuces (microarrays),2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA71,euro,Serums et autres milieux pour culture de cellules animales,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA72,euro,Milieux pour culture de cellules vegetales,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA73,euro,Milieux pour culture de petits organismes vivants,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA74,euro,Milieux de bacteriologie et additifs,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA75,euro,Autres milieux de culture et additifs,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA76,euro,Antibiotiques pour culture cellulaire,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA77,euro,"Cytokines, facteurs de croissance et inhibiteurs",2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA78,euro,Enzymes pour culture cellulaire,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA79,euro,Autres produits pour culture cellulaire,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA81,euro,"Cellules, virus et petits organismes hors animaux",2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA82,euro,"Kits d'isolement et de detection des cellules, virus et organites",2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA83,euro,Biologie cellulaire : produits et reactifs biochimiques (de dosage),2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA84,euro,"Biologie cellulaire : kits de dosage, d'essai fonctionnel - kits biochimiques",2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NA85,euro,Microbiologie : reactifs et kits biochimiques,2019,0.0,0.0,0.0,0,0.45,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB01,euro,"Micropipettes mono-canal, multi-canaux et accessoires",2019,0.0,0.0,0.0,0,0.47,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB02,euro,Pointes (cones) pour micropipettes mono-canal et multi-canaux,2019,0.0,0.0,0.0,0,0.49,0.8,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB03,euro,Seringues en plastique et aiguilles,2019,0.0,0.0,0.0,0,0.49,0.8,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB04,euro,Pipettes a usage unique,2019,0.0,0.0,0.0,0,0.63,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB05,euro,Pipettes reutilisables,2019,0.0,0.0,0.0,0,0.63,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB11,euro,"Microtubes, cryotubes, tubes a usage unique",2019,0.0,0.0,0.0,0,0.42,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB12,euro,Portoirs et boites de stockage pour microtubes,2019,0.0,0.0,0.0,0,0.42,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB13,euro,Culture cellulaire eucaryote : consommables en plastique specifiques,2019,0.0,0.0,0.0,0,0.42,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB14,euro,Bacteriologie : consommables en plastique specifiques,2019,0.0,0.0,0.0,0,0.42,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB15,euro,"Microplaques (pcr, hts, elisa) hors culture cellulaire et filtration",2019,0.0,0.0,0.0,0,0.42,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB16,euro,Lames et lamelles en verre et plastique,2019,0.0,0.0,0.0,0,0.6,0.8,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB17,euro,Autres consommables en plastique et en verre hors culture cell. et bacterio,2019,0.0,0.0,0.0,0,0.42,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB21,euro,Consommables de chromatographie et d'extraction non dedies aux instruments,2019,0.0,0.0,0.0,0,0.61,1.0,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB22,euro,Electrophorese sur gel : consommables non dedies aux instruments,2019,0.0,0.0,0.0,0,0.61,1.0,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB23,euro,Membranes et kits pour le transfert d'acides nucleiques et des proteines (blot),2019,0.0,0.0,0.0,0,0.61,1.0,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB24,euro,Consommables pour filtration et dialyse,2019,0.0,0.0,0.0,0,0.61,1.0,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB31,euro,Films autoradiographiques et photographiques et reactifs,2019,0.0,0.0,0.0,0,0.65,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB32,euro,Huile a immersion pour microscopie,2019,0.0,0.0,0.0,0,0.97,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB33,euro,Consommables lampes et ampoules diverses (hors microscopie et spectro),2019,0.0,0.0,0.0,0,0.62,0.4,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB34,euro,"Produits de lavage, desinfection, sterilisation",2019,0.0,0.0,0.0,0,0.88,0.7,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB35,euro,Autres consommables de labo hors plastique et verre,2019,0.0,0.0,0.0,0,0.58,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB41,euro,"Rotors rmn, tubes rmn et bouchons associes",2019,0.0,0.0,0.0,0,1.0,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB42,euro,Verrerie soufflee (a facon),2019,0.0,0.0,0.0,0,1.0,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB43,euro,"Vaisselle de laboratoire reutilisable en verre, plastique, porcelaine",2019,0.0,0.0,0.0,0,1.0,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB44,euro,Cuvettes en verre et quartz pour spectrometres,2019,0.0,0.0,0.0,0,1.0,0.8,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB45,euro,"Recipients, creusets en materiaux speciaux (hors cibles)",2019,0.0,0.0,0.0,0,1.0,0.8,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NB51,euro,Petit materiel de paillasse non electrique courant,2019,0.0,0.0,0.0,0,0.26,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB61,euro,Electrochimie de paillasse : materiel et consommables,2019,0.0,0.0,0.0,0,0.28,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB62,euro,Electrochimie : potentiostats / galvanostats et accessoires,2019,0.0,0.0,0.0,0,0.28,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB71,euro,"Balances, materiel de pesee de paillasse et accessoires",2019,0.0,0.0,0.0,0,0.42,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB72,euro,Agitateurs magnetiques chauffants ou non,2019,0.0,0.0,0.0,0,0.37,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB73,euro,"Agitateurs, melangeurs et accessoires",2019,0.0,0.0,0.0,0,0.37,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB74,euro,"Broyage, fractionnement, tamisage : materiel et accessoires",2019,0.0,0.0,0.0,0,0.39,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB75,euro,Pompes (hors vide va.01) (pompes osmotiques),2019,0.0,0.0,0.0,0,0.43,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB76,euro,"Chauffage : fours simples, bruleurs, plaques, chauffe-ballons, ...",2019,0.0,0.0,0.0,0,0.42,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB77,euro,"Thermostatisation et sechage : etuves, enceintes, bains, dessicateurs",2019,0.0,0.0,0.0,0,0.39,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB78,euro,Microcentrifugation : microcentrifugeuses et cytocentrifugeuses,2019,0.0,0.0,0.0,0,0.42,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB79,euro,Chimie et biologie : autre materiel electrique de paillasse courant,2019,0.0,0.0,0.0,0,0.42,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB81,euro,Centrifugation : centrifugeuses et ultracentrifugeuses,2019,0.0,0.0,0.0,0,0.41,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB82,euro,"Centrifugation : accessoires (rotors, godets)",2019,0.0,0.0,0.0,0,0.37,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB83,euro,"Incubation : incubateurs, incubateurs a co2 et accessoires",2019,0.0,0.0,0.0,0,0.41,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB84,euro,"Froid : banques de sang, congelateurs, refrigerateurs, ...",2019,0.0,0.0,0.0,0,0.41,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB85,euro,"Purification des solvants, acides et bases : materiel et accessoires",2019,0.0,0.0,0.0,0,0.34,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB86,euro,Lavage : materiel et accessoires,2019,0.0,0.0,0.0,0,0.34,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NB87,euro,Sterilisation et desinfection : sterilisateurs et accessoires,2019,0.0,0.0,0.0,0,0.34,0.5,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC01,euro,Electrophorese sur gel et transfert : petit materiel et accessoires dedies,2019,0.0,0.0,0.0,0,0.3,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC02,euro,Purification des biomolecules : automates et accessoires dedies,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC03,euro,Purification des biomolecules : consommables dedies aux automates,2019,0.0,0.0,0.0,0,0.26,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC04,euro,Extraction et separation des molecules : equipement de flash chromatographie,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC05,euro,Extraction et separation des molecules : consommables pour flash chromatographie,2019,0.0,0.0,0.0,0,0.26,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC06,euro,"Separation des molecules : autres equipements (sfc, cpc, extracteurs)",2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC07,euro,Separation des molecules : consommables dedies aux autres equipements,2019,0.0,0.0,0.0,0,0.26,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC11,euro,Biomol : imageurs pour gels et membranes et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC12,euro,Biomol : compteurs de radioactivite (simple ou multi detection),2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC13,euro,Biomol : scanners (lecteurs optiques) de biopuces,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC14,euro,"Biomol : scanners / imageurs multifonctions (in vitro, in vivo, gels, ...)",2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC15,euro,Biomol : automates d'hybridation in situ et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC16,euro,"Biomol : sequenceurs, analyseurs genetiques et accessoires",2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC17,euro,Biomol : sequenceurs haut debit,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC21,euro,Biologie moleculaire : thermocycleurs pour pcr conventionelle et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC22,euro,Biologie moleculaire : thermocycleurs pour pcr quantitative et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC23,euro,Biologie : automates pour la synthese des oligonucleotides et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC24,euro,Biologie : automates pour la synthese des peptides et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC25,euro,Chimie : appareils et reacteurs pour la chimie organique,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC31,euro,Biologie : station d'hybridation de biopuces (microarrays),2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC32,euro,Chimie et biologie : stations de pipetage automatisees,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC33,euro,Chimie et biologie : pointes (cones) pour robots de pipetage,2019,0.0,0.0,0.0,0,0.3,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC34,euro,Chimie et biologie : automates de screening haut debit,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC35,euro,Chimie et biologie : automates d'electrophysiologie,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC41,euro,Culture cellulaire : fermenteurs et bioreacteurs,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC51,euro,"Materiel de micromanipulation des cellules, accessoires et consommables dedies",2019,0.0,0.0,0.0,0,0.3,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC52,euro,Biologie cellulaire : materiel de detection intracellulaire,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC53,euro,Detection intracellulaire : consommables dedies aux instruments,2019,0.0,0.0,0.0,0,0.3,0.7,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC54,euro,Cytometrie en flux et tri cellulaire : materiel et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC55,euro,Cytometrie en flux et tri cellulaire : consommables dedies aux instruments,2019,0.0,0.0,0.0,0,0.26,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC56,euro,Comptage cellulaire : materiel et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
Achats,"Consommables (Matières premières, produits chimiques/biologiques et organismes vivants)",NC57,euro,Comptage cellulaire : consommables dedies aux instruments,2019,0.0,0.0,0.0,0,0.26,0.6,kg eCO2/euro
Achats,Matériel et instruments de laboratoire,NC58,euro,Electrophysiologie conventionnelle (patch clamp) : materiel et accessoires,2019,0.0,0.0,0.0,0,0.27,0.6,kg eCO2/euro
